"user_id","age","gender","occupation","device_type","daily_phone_hours","social_media_hours","work_productivity_score","sleep_hours","stress_level","app_usage_count","caffeine_intake_cups","weekend_screen_time_hours"
U31843,23,Other,Freelancer,Android,8.1,0.6,8,4.5,2,22,6,10.5
U34961,44,Male,Professional,Android,6.6,1.5,10,7.4,8,52,5,9.3
U26588,20,Male,Business Owner,Android,2.4,3.3,6,6.1,9,34,3,13.2
U45502,23,Female,Professional,iOS,2.3,4.6,8,8.4,7,12,4,7.6
U5531,56,Female,Business Owner,iOS,7.0,1.5,3,6.3,4,28,5,11.3
U41306,26,Other,Student,Android,3.4,1.8,7,7.8,6,6,4,5.5
U21194,23,Other,Freelancer,iOS,10.9,7.1,4,4.6,8,18,4,7.1
U45995,50,Female,Freelancer,iOS,11.5,3.8,1,7.2,6,54,5,2.2
U47352,51,Male,Professional,iOS,9.3,2.7,9,8.3,8,27,3,13.8
U30759,37,Male,Student,Android,7.6,4.4,8,7.6,8,52,1,5.9
U39539,32,Male,Business Owner,Android,1.8,1.6,6,5.4,9,16,4,4.7
U42736,57,Other,Professional,Android,4.5,3.9,4,4.8,9,13,4,6.3
U24957,53,Other,Professional,Android,1.2,0.8,1,4.7,4,52,6,6.4
U31639,52,Other,Student,Android,5.7,1.4,4,5.3,7,22,4,11.2
U21573,55,Female,Student,Android,7.5,6.6,2,5.3,5,42,3,10.0
U37891,22,Male,Professional,iOS,6.6,2.5,4,8.0,8,32,5,3.8
U2728,27,Female,Student,iOS,6.0,8.0,3,5.4,6,17,1,5.2
U12187,46,Other,Business Owner,Android,7.5,6.5,7,4.3,2,28,6,13.2
U23565,58,Female,Professional,iOS,9.3,7.6,7,4.1,8,7,0,9.9
U26172,43,Male,Freelancer,Android,1.2,3.9,5,6.3,7,24,1,13.5
U27490,40,Male,Student,Android,1.2,1.7,9,7.0,1,18,3,5.6
U5402,52,Male,Student,iOS,2.9,4.2,2,4.2,6,22,3,11.5
U3853,36,Other,Business Owner,Android,7.9,4.6,1,8.2,10,17,2,11.2
U36418,25,Female,Student,iOS,6.9,6.4,7,7.0,4,18,1,11.1
U17557,18,Male,Student,iOS,5.5,5.7,10,4.6,9,23,2,3.8
U36755,46,Female,Freelancer,iOS,8.9,1.4,8,7.9,6,35,1,10.9
U8033,30,Other,Student,Android,8.9,6.9,3,4.2,6,52,2,11.0
U36324,54,Male,Professional,iOS,7.5,5.3,1,4.1,6,54,0,12.5
U4666,60,Male,Professional,iOS,3.2,2.2,3,8.3,8,29,2,2.5
U27089,40,Male,Business Owner,iOS,9.5,2.5,9,5.2,8,31,3,12.0
U31624,21,Male,Freelancer,Android,4.1,1.8,6,6.0,1,30,5,3.0
U32814,60,Other,Business Owner,iOS,6.1,7.6,5,6.0,10,39,3,12.3
U3013,38,Female,Professional,iOS,2.5,3.2,2,5.9,7,17,1,10.0
U18775,36,Male,Student,Android,4.0,2.0,5,8.5,2,7,1,4.2
U2587,25,Male,Business Owner,Android,3.1,7.4,1,4.5,8,55,0,2.1
U21083,49,Other,Business Owner,iOS,7.3,4.4,7,7.7,7,7,0,2.4
U6997,52,Male,Professional,Android,7.4,2.2,7,7.8,3,53,5,9.9
U21584,26,Female,Freelancer,Android,11.9,1.0,1,8.8,8,24,0,5.8
U19418,53,Other,Student,Android,2.5,5.2,5,7.3,5,17,4,7.2
U11153,38,Female,Professional,iOS,5.2,2.9,6,4.4,3,10,6,7.2
U39638,32,Female,Professional,Android,1.3,3.9,6,4.5,10,20,6,2.6
U38750,20,Other,Professional,iOS,5.6,6.3,6,7.7,2,54,0,6.7
U23962,47,Other,Freelancer,iOS,8.6,4.6,1,7.1,2,42,0,11.8
U26625,30,Female,Business Owner,Android,4.7,1.1,4,6.2,10,6,3,10.3
U11403,20,Other,Student,iOS,1.5,5.9,5,4.6,10,27,6,7.4
U26501,51,Female,Professional,Android,4.6,4.1,3,5.0,6,57,1,11.4
U22052,23,Female,Freelancer,Android,10.7,3.2,3,6.1,7,43,3,4.0
U36121,56,Other,Business Owner,Android,5.3,1.2,7,8.1,7,20,0,9.7
U49880,43,Male,Freelancer,Android,3.7,1.3,6,8.6,6,52,3,2.8
U16879,27,Female,Business Owner,iOS,2.3,3.3,9,5.7,6,47,2,2.4
U49595,33,Other,Freelancer,iOS,5.2,4.7,3,8.3,7,28,4,12.1
U29926,54,Male,Freelancer,Android,7.4,3.3,5,8.5,2,16,2,3.2
U19106,42,Female,Professional,Android,9.5,5.1,4,7.2,3,18,3,8.4
U40903,34,Male,Professional,Android,3.5,5.1,2,7.9,7,46,1,11.2
U22273,46,Female,Business Owner,iOS,7.2,3.5,10,8.9,1,5,5,12.7
U38766,23,Male,Student,Android,9.7,7.7,10,5.8,9,6,5,10.1
U17935,50,Female,Business Owner,iOS,7.7,2.5,2,4.5,8,48,3,2.5
U41074,38,Female,Business Owner,iOS,4.3,3.9,10,8.7,3,55,5,11.3
U28171,22,Male,Professional,iOS,1.5,4.8,10,6.9,5,60,4,12.7
U30802,55,Male,Business Owner,iOS,9.0,2.4,2,8.7,5,49,6,8.1
U17683,58,Other,Professional,Android,2.4,7.4,8,8.5,1,10,2,7.5
U157,24,Other,Professional,Android,3.1,6.7,5,6.2,2,16,2,12.8
U37310,55,Male,Freelancer,Android,4.8,6.3,1,8.5,7,54,0,5.2
U25416,31,Male,Student,iOS,10.1,3.3,9,6.8,5,40,4,7.0
U16264,42,Male,Business Owner,iOS,2.6,1.8,9,7.7,5,32,5,2.9
U15171,28,Other,Professional,Android,2.4,7.5,10,9.0,10,14,0,5.0
U33877,53,Female,Student,Android,5.1,4.7,4,7.9,9,28,6,10.6
U9545,25,Other,Professional,Android,3.7,5.6,1,8.4,9,10,1,4.6
U30993,40,Male,Student,iOS,4.9,3.9,6,5.7,1,6,3,11.3
U46134,29,Other,Freelancer,iOS,8.0,2.6,1,4.6,1,32,2,8.7
U18834,46,Male,Business Owner,iOS,3.3,6.3,4,8.3,3,10,0,3.3
U45866,28,Female,Student,Android,3.0,6.5,3,6.0,4,58,3,12.3
U31023,24,Female,Freelancer,Android,8.9,1.0,2,7.9,7,50,2,2.1
U43926,40,Other,Freelancer,iOS,7.7,7.5,8,6.5,7,9,3,11.9
U43155,33,Female,Business Owner,Android,10.4,3.8,2,4.2,7,28,5,2.4
U18657,50,Other,Professional,iOS,5.2,1.8,7,4.8,1,6,1,3.5
U14712,29,Female,Business Owner,Android,8.8,4.6,2,8.5,1,42,5,10.8
U25491,40,Male,Business Owner,Android,2.1,6.0,8,8.2,5,26,1,6.4
U15604,38,Female,Business Owner,Android,9.5,4.8,10,6.0,6,17,1,11.5
U29841,49,Male,Freelancer,iOS,11.6,6.1,8,7.2,5,14,2,3.0
U43298,47,Female,Business Owner,iOS,10.2,7.4,10,8.8,8,20,0,8.9
U44630,52,Male,Freelancer,Android,2.8,0.9,3,5.7,10,33,2,5.3
U27285,45,Female,Student,iOS,6.5,7.0,4,7.9,7,48,4,7.6
U36727,59,Male,Student,Android,1.7,0.7,10,7.5,9,16,6,9.4
U12997,40,Female,Business Owner,Android,7.2,5.8,8,7.9,10,35,1,2.6
U34079,35,Other,Business Owner,iOS,4.4,1.0,6,8.4,6,11,6,6.6
U44904,50,Other,Student,iOS,5.9,5.4,7,8.0,9,44,0,8.9
U6226,31,Female,Professional,Android,9.8,0.9,9,6.6,8,14,5,9.0
U25862,48,Female,Student,Android,10.9,3.3,8,6.5,9,58,2,6.1
U11931,51,Male,Student,Android,7.2,2.0,3,7.1,2,40,2,6.5
U48773,26,Female,Freelancer,Android,9.0,3.0,10,6.6,8,57,6,8.1
U40061,24,Male,Business Owner,Android,4.8,4.0,10,7.0,6,22,2,2.7
U17584,35,Other,Freelancer,iOS,11.4,6.1,4,8.4,6,35,0,7.7
U28572,33,Male,Business Owner,iOS,7.8,6.1,9,6.3,1,45,0,4.3
U34058,26,Female,Business Owner,iOS,2.2,2.9,5,5.7,5,28,3,5.6
U37269,37,Other,Freelancer,iOS,2.9,2.6,1,4.8,6,56,1,6.4
U5759,32,Other,Student,iOS,8.0,1.6,6,8.1,4,12,0,4.3
U46810,18,Female,Professional,iOS,8.2,4.8,5,7.4,6,43,1,10.3
U7685,36,Male,Business Owner,iOS,1.8,0.7,3,6.1,7,34,6,7.2
U25629,25,Male,Professional,Android,10.9,5.4,2,6.9,3,29,4,5.2
U44413,36,Female,Freelancer,Android,6.6,1.0,10,7.2,8,24,6,5.0
U45451,22,Male,Student,Android,2.1,2.8,1,4.9,6,24,4,13.5
U10456,33,Female,Professional,Android,5.2,6.5,9,7.0,9,29,3,11.6
U25411,27,Other,Student,Android,8.2,4.3,9,5.4,2,37,6,10.6
U29004,22,Other,Business Owner,iOS,1.6,6.4,3,9.0,3,46,3,6.6
U424,20,Male,Professional,Android,10.0,7.3,5,6.9,7,30,4,6.3
U25229,29,Female,Professional,iOS,1.9,1.8,10,4.1,10,24,4,12.3
U45440,37,Female,Business Owner,iOS,9.2,0.9,8,4.1,8,15,6,7.1
U34066,26,Male,Professional,iOS,1.4,6.8,3,6.3,9,8,4,3.6
U3250,25,Female,Business Owner,Android,3.3,1.6,9,7.1,5,57,3,3.9
U46419,55,Male,Professional,Android,4.4,4.6,10,8.4,4,29,6,9.1
U20671,43,Male,Business Owner,iOS,1.6,5.8,1,6.8,4,12,2,8.4
U19301,28,Other,Professional,iOS,2.3,3.0,10,6.6,2,30,0,11.8
U987,51,Male,Student,Android,1.8,4.8,3,7.7,9,36,4,3.3
U47843,51,Male,Freelancer,iOS,3.5,6.8,4,8.8,1,18,5,7.6
U33695,45,Male,Student,Android,12.0,6.9,6,8.6,2,54,5,11.2
U41877,44,Male,Business Owner,Android,5.3,7.7,5,8.1,1,21,0,10.4
U29228,52,Other,Professional,iOS,10.0,5.1,8,7.1,3,36,2,12.9
U38846,27,Female,Professional,Android,5.4,4.4,7,6.4,8,7,3,2.9
U12839,47,Other,Freelancer,Android,5.9,4.6,4,7.6,7,15,1,10.4
U31972,19,Other,Business Owner,iOS,4.8,0.6,10,5.0,10,53,0,9.1
U10668,22,Female,Business Owner,Android,5.3,7.7,8,4.3,5,32,4,13.2
U7025,25,Female,Student,Android,5.5,0.9,6,8.1,2,21,3,6.6
U48904,45,Female,Business Owner,Android,6.8,2.6,3,5.0,5,8,1,7.8
U31215,49,Male,Professional,iOS,7.3,2.3,10,7.7,7,39,0,6.5
U35406,48,Female,Student,iOS,7.1,5.7,1,5.3,5,42,3,2.3
U49263,41,Male,Student,iOS,10.0,2.7,3,7.7,3,10,4,5.0
U45046,48,Male,Professional,Android,11.0,3.8,1,4.7,1,19,5,10.4
U33223,37,Female,Business Owner,iOS,9.5,1.6,6,7.8,4,60,3,5.2
U13872,24,Other,Business Owner,Android,10.8,3.2,9,5.8,9,17,2,13.6
U28818,31,Male,Professional,Android,6.4,6.7,6,5.3,7,21,4,8.9
U4432,39,Female,Professional,iOS,7.0,0.9,5,6.6,10,21,2,11.0
U38468,29,Other,Student,Android,6.4,5.6,5,7.3,6,19,5,5.9
U11285,24,Male,Professional,Android,9.8,3.1,8,4.8,1,51,5,9.6
U30292,19,Female,Student,Android,9.5,5.2,7,6.4,2,55,0,4.3
U22363,55,Female,Business Owner,Android,7.7,1.2,8,8.6,5,5,4,8.1
U33533,42,Male,Business Owner,Android,8.1,0.7,10,6.8,6,30,5,8.7
U16254,56,Female,Freelancer,Android,10.5,0.9,2,8.5,8,47,0,5.0
U46279,47,Other,Student,Android,7.8,7.5,2,8.2,3,46,4,4.9
U35240,36,Male,Student,iOS,9.0,4.2,5,8.6,3,12,1,5.6
U49938,20,Female,Student,Android,7.8,7.2,6,5.8,6,29,1,5.9
U8461,50,Female,Freelancer,Android,7.0,5.1,6,8.2,4,52,3,12.7
U36146,45,Male,Professional,iOS,8.3,4.5,10,8.7,5,60,0,2.5
U5047,59,Female,Freelancer,Android,3.4,4.4,3,6.4,8,15,6,5.1
U25515,49,Female,Business Owner,Android,5.8,3.5,5,4.9,2,53,4,4.7
U20315,56,Female,Business Owner,iOS,2.8,7.5,4,7.3,5,52,2,12.0
U41412,52,Female,Student,iOS,9.8,4.3,7,6.5,10,22,2,7.9
U20250,35,Female,Freelancer,iOS,7.4,6.4,6,4.5,4,36,5,2.8
U24799,37,Female,Professional,Android,6.6,7.1,2,4.8,3,60,1,3.3
U16059,25,Other,Freelancer,Android,9.1,5.6,9,8.0,5,36,3,12.4
U40643,36,Other,Student,Android,8.5,5.0,10,8.7,7,25,4,13.5
U28797,34,Male,Business Owner,iOS,2.8,4.0,9,4.1,5,25,6,12.9
U32505,41,Female,Business Owner,iOS,7.0,1.1,1,8.8,4,42,1,11.5
U47310,58,Male,Freelancer,iOS,8.9,6.4,7,7.5,2,28,4,3.8
U48328,41,Female,Business Owner,iOS,9.3,0.5,2,5.6,7,51,1,11.5
U47621,40,Female,Professional,Android,7.4,5.5,2,6.3,7,20,5,8.7
U34854,59,Male,Freelancer,Android,3.7,3.4,5,4.8,2,27,1,11.8
U4220,33,Other,Freelancer,iOS,1.4,7.6,2,5.6,1,54,2,2.2
U28765,45,Male,Business Owner,iOS,11.0,2.1,1,6.2,6,54,0,2.1
U25658,49,Other,Professional,Android,8.6,6.0,7,7.6,10,32,3,7.0
U49602,59,Male,Freelancer,iOS,8.2,3.0,2,8.4,4,54,1,9.8
U31565,45,Female,Student,iOS,4.8,1.6,7,4.4,8,5,5,13.1
U11953,44,Female,Freelancer,iOS,11.2,5.2,5,7.3,6,57,1,3.4
U21471,22,Male,Freelancer,Android,9.3,2.1,1,6.9,7,30,2,9.1
U35991,44,Male,Business Owner,Android,10.7,5.5,4,4.5,7,22,5,6.9
U42019,56,Other,Freelancer,iOS,9.5,2.9,6,7.6,8,57,4,8.7
U15993,54,Other,Business Owner,Android,9.5,6.9,5,4.1,7,25,6,10.0
U40506,40,Male,Freelancer,Android,11.7,2.1,2,4.5,1,23,0,13.9
U8658,52,Male,Business Owner,Android,11.5,1.9,1,7.2,9,37,3,13.8
U32370,32,Male,Student,Android,1.6,1.1,6,5.2,5,18,0,6.1
U44066,47,Other,Student,Android,10.5,8.0,6,6.3,7,52,4,3.6
U38378,51,Male,Freelancer,Android,3.3,2.9,1,7.5,4,14,5,10.7
U4456,26,Female,Student,Android,6.8,4.3,5,6.7,1,25,2,2.5
U9837,22,Female,Student,Android,11.1,6.5,1,8.6,4,13,1,3.3
U35562,60,Female,Freelancer,iOS,6.4,7.6,10,8.3,6,28,2,5.2
U4733,59,Male,Professional,Android,5.7,2.0,7,7.1,2,57,0,9.9
U29750,46,Female,Student,iOS,2.3,7.5,3,4.0,2,43,1,13.9
U3530,59,Other,Professional,iOS,2.2,6.5,10,4.6,5,32,6,11.8
U47831,36,Other,Business Owner,iOS,11.8,3.2,9,4.1,2,36,6,3.9
U40600,18,Female,Student,Android,9.7,5.9,9,8.6,7,50,6,10.7
U40728,25,Male,Professional,iOS,7.2,5.0,4,4.2,4,55,6,2.2
U852,36,Female,Business Owner,iOS,2.1,1.8,4,5.0,8,21,6,3.9
U12563,41,Other,Freelancer,iOS,3.8,8.0,4,6.3,2,45,3,8.5
U18364,37,Other,Freelancer,iOS,2.4,3.4,5,7.6,6,55,1,8.5
U3014,42,Male,Freelancer,iOS,6.3,8.0,6,5.7,3,9,2,13.8
U48794,21,Female,Business Owner,iOS,2.8,1.1,6,7.3,10,56,0,10.3
U28644,56,Female,Business Owner,Android,2.6,5.9,6,8.5,3,26,0,11.9
U4370,34,Male,Professional,iOS,4.0,2.5,4,7.2,2,50,3,3.9
U41090,41,Other,Business Owner,Android,7.9,3.8,3,6.2,6,35,6,4.2
U13956,25,Female,Professional,Android,2.5,4.2,10,8.0,9,56,0,9.3
U37464,20,Male,Business Owner,Android,3.5,3.3,4,5.2,9,53,0,2.7
U37853,35,Female,Freelancer,Android,2.2,4.6,4,8.6,6,37,2,13.0
U41984,29,Male,Freelancer,iOS,9.2,6.0,3,7.1,2,29,3,13.3
U12473,52,Other,Professional,Android,4.5,6.8,9,4.4,5,24,5,5.3
U30892,43,Male,Student,Android,9.1,4.2,2,5.4,8,31,4,2.5
U1476,25,Male,Professional,iOS,11.5,4.8,1,4.5,7,41,3,4.2
U34329,57,Female,Freelancer,Android,1.7,7.0,7,8.9,9,23,1,11.2
U11656,49,Other,Business Owner,Android,7.4,2.4,5,5.1,3,22,1,10.8
U9801,57,Female,Business Owner,iOS,11.9,4.2,3,6.6,10,18,4,7.7
U26732,41,Other,Student,iOS,1.1,6.4,7,4.9,7,28,6,3.7
U41804,51,Male,Freelancer,iOS,2.8,0.5,10,7.4,6,48,2,11.2
U39034,27,Other,Freelancer,iOS,9.0,2.8,1,7.4,4,14,4,3.3
U31566,38,Female,Professional,Android,11.1,3.4,10,7.6,9,30,4,7.6
U35214,42,Female,Professional,Android,4.3,3.2,6,5.7,9,14,0,8.9
U39483,39,Female,Freelancer,Android,3.5,1.3,5,7.3,3,19,2,8.7
U43758,42,Male,Business Owner,iOS,4.7,3.6,9,8.1,10,39,0,5.5
U22520,56,Female,Freelancer,iOS,6.7,7.5,2,5.7,10,40,5,12.4
U37579,36,Male,Professional,Android,4.9,7.3,3,7.7,7,59,2,9.3
U30098,24,Other,Student,iOS,9.3,6.1,3,7.6,9,36,3,8.5
U45012,23,Other,Freelancer,Android,9.3,7.5,2,7.7,3,23,3,7.6
U46395,55,Female,Student,iOS,7.5,7.6,2,4.9,5,8,6,2.2
U35172,42,Male,Professional,Android,6.8,7.8,9,5.0,6,46,3,13.4
U19201,51,Male,Business Owner,iOS,7.9,4.7,9,6.8,5,49,3,3.9
U30317,26,Other,Business Owner,iOS,1.1,1.5,4,7.1,10,44,3,8.9
U30965,20,Female,Student,iOS,3.4,4.9,6,4.4,6,26,0,4.2
U47943,20,Other,Student,Android,7.6,6.3,7,4.2,10,27,3,7.7
U30382,28,Other,Freelancer,Android,8.3,2.0,7,5.3,9,14,5,9.6
U585,21,Male,Freelancer,Android,11.6,7.9,2,8.5,5,29,2,13.5
U28713,18,Other,Student,Android,7.1,3.6,2,6.9,9,8,6,9.4
U18742,49,Male,Professional,iOS,1.8,1.6,9,7.6,5,11,3,8.5
U17860,47,Male,Business Owner,Android,8.6,1.9,10,7.4,9,41,5,9.5
U19737,58,Other,Freelancer,iOS,6.2,7.5,9,5.7,2,39,5,2.3
U33205,46,Other,Student,Android,10.4,4.9,3,4.1,2,17,3,3.0
U26011,51,Male,Professional,Android,2.5,1.1,5,5.0,2,6,5,13.7
U6060,19,Male,Business Owner,Android,6.9,4.2,6,6.1,10,16,4,3.9
U28750,38,Male,Student,iOS,3.8,3.9,10,7.3,2,11,2,2.5
U8108,29,Female,Student,iOS,10.2,4.8,4,6.9,1,49,4,5.0
U44023,41,Other,Business Owner,Android,6.3,1.7,9,4.6,7,25,4,10.7
U4727,57,Female,Freelancer,Android,6.7,2.4,3,7.9,7,14,3,2.5
U47896,33,Other,Professional,Android,9.4,4.5,7,8.3,9,55,5,5.2
U20526,20,Male,Student,iOS,4.1,4.5,2,5.2,6,26,6,3.3
U19993,39,Female,Professional,Android,3.4,3.3,2,4.3,2,47,3,9.0
U32893,39,Male,Professional,Android,9.2,6.8,6,4.7,10,41,4,2.9
U30330,27,Male,Freelancer,iOS,4.2,5.7,5,6.7,3,7,4,2.9
U27810,37,Other,Business Owner,iOS,1.5,3.2,2,8.1,5,52,1,11.3
U7237,33,Other,Professional,Android,10.5,1.0,6,5.8,9,17,0,4.1
U290,34,Male,Professional,iOS,5.4,0.6,8,6.9,5,12,4,9.0
U23348,21,Female,Student,Android,4.1,7.1,5,8.7,10,13,2,2.1
U30333,28,Female,Business Owner,Android,9.8,7.0,10,8.8,7,19,0,5.4
U17179,20,Female,Freelancer,iOS,7.9,2.8,10,8.0,5,21,1,8.3
U3945,27,Male,Business Owner,Android,5.5,5.8,8,5.3,8,28,4,3.8
U13201,25,Other,Freelancer,iOS,4.8,4.5,6,6.1,1,33,3,13.7
U38763,48,Other,Student,Android,5.7,4.7,7,9.0,5,57,5,3.4
U31965,45,Male,Student,Android,8.3,7.7,6,7.0,3,42,3,4.2
U9761,37,Other,Business Owner,iOS,2.6,4.6,4,4.4,9,57,4,9.4
U18485,33,Other,Freelancer,Android,9.0,5.0,2,6.0,4,36,4,11.9
U35617,38,Male,Student,iOS,4.5,5.6,2,6.9,6,40,1,2.2
U11886,27,Male,Professional,iOS,2.4,4.0,4,8.8,4,24,2,4.6
U47766,39,Male,Freelancer,iOS,10.0,2.3,2,6.2,4,60,0,9.9
U18334,55,Male,Freelancer,Android,8.2,2.1,8,8.2,3,22,3,7.8
U15562,21,Female,Student,iOS,1.5,3.9,8,4.6,8,49,1,13.4
U7011,31,Female,Student,iOS,5.3,5.3,6,8.5,8,18,0,4.0
U27034,28,Female,Business Owner,iOS,4.2,3.4,8,4.2,5,7,3,7.6
U5677,54,Male,Professional,iOS,6.4,3.9,1,6.6,3,20,3,10.2
U49233,22,Female,Business Owner,iOS,8.9,2.2,10,8.7,3,46,1,7.2
U23203,47,Female,Business Owner,iOS,5.3,0.5,8,8.4,9,52,4,12.7
U43013,53,Female,Freelancer,Android,1.4,6.3,3,4.8,8,50,3,12.0
U42519,39,Other,Professional,Android,3.5,7.6,8,6.9,8,31,4,5.6
U7720,20,Female,Freelancer,Android,4.9,2.6,3,5.6,3,60,5,14.0
U3529,36,Male,Business Owner,Android,9.5,5.1,6,8.0,4,13,5,4.2
U47729,21,Male,Student,Android,2.2,4.4,7,7.9,4,20,4,6.5
U13162,21,Other,Business Owner,iOS,4.9,2.2,6,5.4,1,51,0,6.8
U22259,55,Other,Student,iOS,10.9,6.0,9,5.3,1,50,0,7.4
U5127,60,Male,Student,Android,1.9,1.3,9,7.1,9,51,5,11.5
U20537,52,Male,Professional,Android,3.2,0.9,2,5.0,9,31,1,9.8
U16165,46,Male,Professional,Android,7.0,0.5,8,5.2,6,37,6,5.9
U31911,58,Male,Freelancer,Android,8.0,4.4,3,5.9,1,44,2,2.6
U15349,43,Male,Freelancer,iOS,5.3,1.9,5,8.5,7,56,4,3.8
U7442,20,Other,Professional,Android,6.9,2.3,2,8.1,1,58,4,5.0
U3667,35,Male,Freelancer,Android,11.7,4.5,4,5.3,2,41,6,13.6
U36317,24,Female,Freelancer,Android,1.5,7.3,9,6.6,8,60,3,5.7
U12425,38,Male,Freelancer,iOS,10.9,1.6,2,8.7,8,24,5,8.1
U26504,18,Female,Professional,iOS,1.9,6.5,3,6.5,10,46,5,8.7
U8925,38,Other,Business Owner,iOS,4.3,3.9,4,6.1,9,14,5,8.5
U23062,45,Female,Freelancer,Android,1.8,4.4,2,4.4,1,20,2,6.1
U5353,42,Male,Business Owner,iOS,4.8,4.0,4,8.9,9,39,6,11.5
U34586,21,Other,Professional,iOS,6.1,4.2,8,6.4,2,40,2,8.2
U13353,24,Female,Student,Android,3.6,3.9,7,7.5,3,27,4,10.3
U29472,53,Female,Business Owner,Android,10.7,3.6,8,8.0,8,25,1,6.8
U8168,26,Female,Freelancer,Android,4.7,2.7,3,5.2,4,24,4,3.4
U43469,37,Male,Freelancer,iOS,1.2,6.9,9,6.5,2,8,2,8.5
U44266,47,Female,Freelancer,Android,3.2,1.8,1,8.2,7,33,0,2.0
U869,18,Male,Freelancer,Android,8.3,6.4,4,6.7,4,9,6,7.5
U5698,49,Other,Professional,Android,10.0,2.5,10,7.4,2,8,4,8.7
U36618,25,Other,Freelancer,iOS,6.9,3.3,5,5.5,7,7,2,7.2
U2965,32,Female,Business Owner,Android,10.8,5.4,7,7.7,9,25,3,4.4
U19624,57,Male,Business Owner,Android,6.3,6.2,9,6.0,4,39,5,3.7
U12958,54,Other,Freelancer,iOS,7.9,6.6,4,6.8,6,26,6,13.1
U41893,60,Male,Professional,iOS,2.0,5.1,9,7.1,7,29,1,11.1
U938,32,Male,Student,iOS,10.4,7.8,9,5.0,7,37,2,6.1
U41947,21,Male,Student,iOS,3.0,6.1,3,7.2,5,16,4,5.0
U12052,19,Other,Student,Android,8.7,1.0,5,4.4,4,51,6,9.2
U29372,36,Female,Professional,iOS,8.4,3.7,10,7.8,5,38,5,11.9
U43211,34,Other,Student,iOS,11.9,5.1,4,6.2,10,7,5,7.0
U19039,50,Other,Freelancer,iOS,3.7,1.4,3,7.9,2,53,1,10.0
U38824,51,Male,Professional,iOS,5.0,8.0,6,7.9,9,33,2,4.8
U32546,27,Male,Freelancer,iOS,7.4,6.5,5,7.9,7,35,6,10.5
U5407,18,Female,Student,Android,4.7,6.7,10,7.6,10,39,1,7.9
U49753,31,Female,Student,iOS,9.6,3.4,2,5.4,2,57,2,6.5
U16972,43,Female,Freelancer,iOS,2.9,5.6,8,6.2,1,24,3,4.6
U16495,49,Other,Professional,Android,5.5,0.7,4,5.2,3,51,3,8.7
U14203,22,Other,Freelancer,iOS,1.8,1.4,4,6.7,3,34,2,3.2
U6389,19,Other,Business Owner,iOS,8.3,5.7,8,6.1,1,27,4,5.9
U12319,24,Other,Student,iOS,11.0,7.9,7,5.2,7,42,6,3.2
U28661,58,Female,Business Owner,Android,4.8,0.9,3,6.9,6,58,5,7.0
U20101,55,Other,Professional,Android,11.5,0.7,7,4.4,6,27,3,3.1
U16904,23,Other,Business Owner,iOS,10.2,6.6,4,6.7,1,17,2,11.3
U49656,45,Male,Business Owner,Android,10.7,5.0,6,5.7,2,26,0,10.1
U41479,20,Other,Business Owner,Android,11.0,4.2,10,5.2,10,29,3,4.7
U34858,39,Male,Student,Android,9.8,4.3,2,8.0,7,44,4,10.7
U34602,22,Female,Business Owner,Android,1.1,1.3,8,8.3,8,37,0,13.6
U16393,57,Female,Student,Android,2.4,5.9,1,6.0,7,51,1,6.3
U14387,40,Other,Freelancer,iOS,4.8,3.2,9,6.0,8,12,5,11.4
U33077,49,Female,Freelancer,iOS,6.4,0.9,6,4.2,2,10,6,11.8
U5797,34,Other,Student,iOS,5.1,4.6,8,5.0,2,44,6,13.9
U24562,52,Male,Professional,iOS,7.7,3.2,2,8.8,10,50,4,6.9
U36711,23,Female,Professional,Android,10.2,5.9,1,5.7,5,43,3,11.5
U31259,51,Female,Business Owner,Android,3.0,7.7,7,7.1,4,41,0,10.2
U6917,36,Female,Business Owner,Android,6.9,6.0,6,5.2,2,19,3,6.7
U49776,48,Other,Student,Android,4.4,7.2,1,6.1,1,43,1,11.3
U23072,25,Female,Student,Android,10.0,1.5,4,4.3,7,33,1,11.7
U4161,26,Male,Professional,Android,11.6,1.1,9,4.7,4,56,4,3.3
U24686,33,Male,Student,iOS,1.9,2.9,3,7.8,6,58,6,4.2
U26807,48,Male,Freelancer,Android,6.7,0.8,7,5.3,8,33,5,3.2
U21818,39,Female,Business Owner,iOS,1.9,5.7,10,5.7,2,37,2,11.6
U17429,41,Other,Student,iOS,6.1,4.6,1,7.5,2,60,0,13.7
U43901,41,Other,Business Owner,iOS,8.8,6.4,8,6.4,6,38,4,3.4
U35934,27,Other,Business Owner,iOS,4.0,7.0,10,6.0,7,45,4,3.8
U44338,36,Female,Freelancer,iOS,5.7,6.9,7,5.3,2,55,3,13.0
U33075,58,Other,Professional,iOS,4.2,5.3,6,8.5,3,39,1,9.2
U43282,20,Female,Professional,Android,5.9,7.9,9,8.1,8,57,1,11.8
U36033,20,Female,Business Owner,iOS,9.9,6.7,9,5.2,3,56,3,3.1
U48587,40,Male,Professional,Android,5.1,5.5,10,7.2,2,44,0,3.8
U40659,48,Male,Business Owner,Android,3.2,7.7,9,5.1,3,46,6,6.8
U8383,60,Female,Business Owner,iOS,8.3,5.5,4,5.0,9,26,5,7.5
U48315,32,Male,Student,Android,4.9,7.6,7,7.4,5,58,2,3.3
U32787,40,Other,Freelancer,iOS,5.4,5.8,6,7.3,5,53,2,12.6
